Stn,Datum,Tg,qTg,Tn,qTn,Tx,qTx
47,54,21,88,99,10,26,57
44,63,23,93,10,45,70,28
0,51,54,83,10,61,98,15
60,32,23,0,99,22,31,37
14,31,87,66,24,61,99,1
37,91,6,47,2,58,62,61
55,17,38,54,67,80,49,74
65,38,43,17,91,33,53,30
68,84,47,34,7,47,83,5
4,86,43,27,3,1,51,48
51,38,84,63,47,18,59,63
74,20,55,95,98,44,68,98
99,57,35,10,68,62,96,51
45,73,61,0,56,59,8,25
74,75,26,41,64,43,55,60
33,84,61,5,12,25,74,75
79,35,68,11,28,19,73,38
58,5,40,17,33,56,9,19
2,32,51,22,71,4,49,51
68,71,70,37,58,59,68,23
4,9,41,86,54,44,99,46
70,21,14,82,93,18,66,22
28,71,76,17,58,97,88,88
1,6,12,54,5,91,74,27
99,11,37,39,84,43,85,69
18,84,4,36,68,38,24,60
68,36,17,73,54,72,52,36
34,43,44,53,82,29,57,15
21,31,99,92,58,71,17,65
7,22,32,45,29,44,94,19
94,7,81,36,40,30,4,29
41,26,63,6,6,17,13,94
100,4,52,99,3,57,65,16
18,37,71,87,85,89,77,41
19,66,32,31,48,24,60,100
62,24,31,57,44,79,44,10
82,9,19,1,33,26,9,47
66,98,16,59,29,66,30,76
76,18,35,19,59,98,10,81
89,22,77,61,39,95,8,56
76,86,69,57,88,53,29,68
38,65,31,90,86,87,76,55
6,68,89,79,61,31,26,88
18,86,88,51,35,7,17,25
12,87,77,26,53,57,60,68
76,79,96,57,31,63,37,68
78,63,58,17,38,66,14,93
57,9,88,4,93,54,50,14
22,26,53,37,99,80,94,6
39,56,66,57,65,63,72,5
7,41,98,12,53,93,48,42
90,10,77,19,92,54,51,63
47,82,61,94,64,52,49,23
66,36,49,80,43,4,12,45
67,35,32,33,26,92,42,93
46,14,36,79,70,57,3,14
21,70,21,47,73,22,91,89
19,60,62,42,51,62,71,45
86,58,96,88,98,10,50,41
56,94,95,6,10,17,71,89
17,24,89,42,63,76,28,12
33,77,32,63,86,31,17,20
19,83,22,76,98,62,76,69
64,45,30,48,64,93,7,72
7,40,17,9,86,83,23,54
7,26,59,46,71,37,2,12
26,21,63,56,88,63,24,71
42,49,9,78,45,48,50,12
89,4,54,77,74,6,82,25
25,40,67,10,30,64,1,21
59,55,59,36,6,97,8,31
59,0,43,49,9,85,17,100
58,10,23,27,19,89,56,83
25,33,51,12,14,98,32,97
1,85,71,22,29,57,45,31
43,57,45,57,3,71,70,84
9,50,87,98,71,96,98,77
18,10,75,66,50,46,36,4
50,46,80,79,17,0,41,82
21,84,86,68,17,64,20,55
7,3,70,0,26,61,1,0
21,37,80,85,14,86,66,37
9,96,29,62,87,2,20,43
14,6,94,57,72,13,34,97
63,29,13,58,13,20,2,87
22,79,72,98,78,77,25,17
23,59,84,52,82,38,69,39
45,22,8,15,15,81,0,90
18,33,2,60,98,65,15,33
22,59,91,35,76,84,58,50
29,76,94,85,71,83,77,88
38,30,92,88,17,18,50,67
72,99,19,39,10,76,19,55
58,68,82,15,95,39,96,77
14,39,76,93,2,70,55,60
64,26,18,10,46,78,29,99
1,84,20,17,15,49,72,68
40,83,84,26,100,16,56,17
8,0,29,70,20,80,80,53
5,81,23,64,59,62,88,86
2,26,88,35,60,100,55,5
27,20,93,89,55,5,84,31
20,53,93,26,44,92,90,5
59,60,7,90,41,94,72,17
39,11,23,35,69,56,43,5
96,71,44,5,87,16,27,39
7,43,73,13,94,62,83,39
13,8,91,62,18,30,68,65
3,31,76,80,61,46,91,9
92,24,4,26,89,73,9,9
60,72,96,94,81,96,93,17
70,82,94,45,16,36,8,69
66,59,3,81,68,58,51,1
69,85,61,75,24,4,13,61
96,72,95,92,63,75,18,50
61,84,22,48,11,40,61,44
100,7,48,7,40,13,94,44
18,66,74,72,83,85,50,14
36,54,74,6,83,51,51,39
1,70,40,4,2,54,49,15
87,97,19,78,63,82,62,89
79,55,48,32,23,22,41,30
8,88,22,34,11,56,77,48
11,9,21,16,16,9,32,70
81,57,7,71,63,21,46,25
65,56,75,100,6,10,83,52
36,29,31,99,75,4,14,89
12,33,25,19,55,52,64,47
3,50,8,26,86,8,33,54
38,69,67,68,88,2,18,1
52,78,60,95,31,46,45,97
37,41,48,22,9,30,4,9
60,20,10,22,83,14,29,75
60,100,35,79,14,80,37,91
15,85,35,65,95,80,71,0
53,40,45,57,61,63,6,74
46,25,43,37,6,39,56,55
7,60,62,75,8,90,90,10
19,14,76,0,46,57,32,29
56,94,64,90,94,52,53,5
48,43,15,48,63,22,97,67
24,58,46,35,78,22,59,58
75,89,54,54,49,11,47,27
30,3,45,35,50,55,19,1
23,36,91,21,30,15,22,55
12,63,87,6,71,66,11,45
31,46,1,34,31,36,67,100
42,91,44,61,56,27,17,94
24,63,53,51,90,81,36,72
51,65,99,11,40,44,47,100
1,26,54,41,84,42,72,4
94,80,80,20,52,54,52,63
17,86,13,12,61,11,94,95
60,97,9,55,51,37,8,26
82,36,9,4,91,0,25,0
78,6,99,99,40,46,81,29
19,84,55,74,89,21,82,67
42,63,61,30,78,34,95,51
40,6,79,79,37,15,35,21
27,25,25,73,88,74,79,86
77,99,35,48,82,44,27,79
85,28,14,4,40,86,10,70
44,18,58,13,27,6,55,37
100,88,83,6,18,22,38,72
3,25,50,89,76,83,9,14
81,32,90,81,94,17,0,13
43,37,35,15,47,51,97,72
96,1,24,74,24,63,28,48
16,22,44,9,77,21,51,50
81,58,11,54,40,50,67,95
21,49,50,87,29,73,48,68
94,0,57,82,14,39,76,57
39,20,36,25,35,23,95,46
39,31,13,100,47,29,67,32
83,51,100,84,86,47,27,5
45,86,43,81,89,93,54,44
42,4,35,13,48,54,44,33
20,91,29,62,100,62,44,40
76,62,51,97,43,31,0,82
10,35,76,14,87,17,67,82
22,85,61,100,9,94,41,98
24,67,44,58,61,93,62,86
86,4,85,27,13,58,26,21
95,100,65,62,93,93,84,52
86,59,15,46,22,21,19,91
21,49,90,86,40,14,85,42
66,42,52,86,8,48,94,9
4,83,71,87,64,0,14,44
72,95,90,32,41,48,45,64
73,11,56,8,81,9,29,52
36,91,81,11,76,0,6,4
78,65,99,11,42,76,94,95
97,80,10,17,77,93,38,92
14,73,39,49,80,91,8,84
65,34,58,5,81,87,74,7
51,52,37,50,54,45,71,67
73,51,70,78,75,89,26,55
72,0,42,50,94,0,95,69
92,83,33,30,97,76,55,50
74,17,39,47,8,38,38,14
67,93,21,57,22,36,22,47
82,58,39,60,29,17,85,55
73,84,75,31,13,67,29,83
34,83,5,82,10,64,57,33
9,17,61,26,87,39,79,4
74,57,5,1,27,78,29,7
82,71,35,23,80,9,67,44
92,14,21,22,19,93,6,82
27,84,6,86,34,77,41,69
29,18,82,87,38,21,100,19
88,4,17,96,6,85,23,72
29,77,41,30,63,9,8,69
9,39,38,2,55,2,94,28
87,39,96,53,4,61,33,74
80,36,15,9,20,82,79,85
22,86,16,49,80,40,19,42
73,2,90,42,31,91,94,68
76,2,89,18,96,39,34,77
97,57,64,79,83,9,8,23
54,11,1,7,18,74,34,77
1,65,64,48,60,87,18,9
25,80,75,57,7,36,7,99
46,9,93,35,29,78,37,51
65,89,8,22,98,94,16,62
10,77,25,57,3,92,59,7
86,33,39,79,32,85,70,39
54,88,34,80,10,82,92,22
27,6,32,75,55,99,61,81
81,67,3,11,16,88,1,90
34,8,92,96,26,97,18,80
2,90,86,27,62,28,28,9
19,62,20,78,20,47,42,43
79,1,94,33,91,38,86,35
93,71,31,17,93,71,52,79
48,98,62,1,88,19,23,80
66,97,85,69,80,28,40,48
75,78,81,48,94,97,52,36
99,88,49,67,70,24,24,60
70,55,89,50,22,19,31,99
36,20,59,87,71,88,80,11
22,77,34,29,32,76,30,35
77,2,62,33,36,11,18,44
17,55,12,49,16,75,21,15
76,14,91,41,81,15,43,6
89,20,94,57,13,10,65,31
37,53,88,97,35,66,42,19
28,17,17,98,59,50,93,100
74,43,14,41,56,85,72,59
46,91,97,23,23,85,75,7
78,32,57,23,24,42,35,94
68,26,56,21,38,21,89,67
97,67,61,63,91,60,11,34
40,41,40,66,28,20,39,54
1,3,81,35,21,100,73,33
83,21,7,42,77,75,56,98
98,11,26,97,23,33,25,68
27,41,96,86,89,98,91,86
99,29,22,66,53,67,98,50
60,5,88,67,40,35,44,76
28,81,71,79,97,21,52,78
97,99,71,17,94,73,44,84
91,46,82,90,74,95,69,17
6,77,73,62,96,58,91,52
28,8,43,65,62,0,34,24
31,54,78,56,61,42,56,83
93,82,5,58,4,83,75,12
54,31,29,96,33,86,4,36
83,31,88,42,77,58,2,3
93,15,3,4,69,98,81,31
58,82,73,87,66,85,17,90
53,9,77,29,93,38,31,47
2,84,23,62,71,7,18,69
70,62,99,45,78,6,1,87
83,74,62,52,76,99,50,96
93,85,3,18,56,76,39,97
46,81,18,20,91,93,55,96
67,79,72,62,23,4,40,12
23,31,36,60,97,91,76,34
84,99,11,5,40,24,50,66
41,18,25,3,13,67,47,11
94,26,61,48,88,80,53,100
31,36,81,7,2,92,24,100
10,37,64,49,37,67,17,41
0,89,66,67,43,38,63,74
43,94,46,30,67,5,31,27
65,66,88,30,31,10,56,15
86,88,51,63,36,81,25,33
31,85,94,64,0,68,1,30
77,82,18,69,0,71,22,14
37,74,15,6,66,19,91,5
21,39,73,93,93,63,15,54
66,47,78,53,64,33,42,29
1,24,74,97,41,76,94,28
6,22,34,40,8,32,90,34
26,73,19,35,70,63,22,72
3,57,25,23,67,0,87,34
79,17,39,100,19,31,19,2
25,59,76,72,80,90,91,91
51,68,10,88,74,97,17,18
53,95,69,87,87,22,76,13
24,39,18,30,66,9,12,25
96,80,53,77,57,89,94,83
98,78,22,54,31,48,73,15
8,39,70,91,77,29,37,33
56,61,31,24,54,5,96,41
97,3,86,45,11,96,80,0
66,7,64,19,69,34,78,70
81,36,100,69,25,12,56,69
27,77,28,74,38,59,47,76
17,9,68,53,99,41,96,77
99,92,21,91,69,22,84,11
86,91,43,62,69,26,54,66
85,10,24,80,73,99,18,63
20,2,36,1,50,63,69,93
86,38,29,33,56,44,23,63
90,24,61,77,51,90,44,74
6,1,75,43,28,13,36,98
44,8,8,97,87,25,29,89
35,63,98,30,93,82,8,44
56,78,11,6,40,90,8,62
93,92,37,2,27,54,66,8
99,97,60,22,88,25,70,5
72,0,20,63,70,47,35,96
87,40,10,46,36,37,89,29
29,51,10,96,97,43,30,62
17,77,35,57,37,54,17,12
82,36,36,77,62,60,76,35
77,83,52,54,42,54,46,99
63,14,54,9,53,18,11,17
1,30,66,64,34,59,69,4
61,26,56,23,16,23,79,75
92,10,80,62,93,76,21,64
11,61,42,97,25,47,97,12
60,22,13,66,17,92,99,57
70,17,77,39,37,68,20,23
12,30,48,58,60,43,64,62
35,49,64,95,81,90,67,89
97,59,16,39,64,6,27,10
49,80,6,51,81,48,69,61
5,25,62,74,63,98,89,81
27,39,26,60,11,97,84,28
26,81,22,82,92,4,7,39
37,30,36,88,97,6,22,40
72,22,87,37,8,24,94,56
25,83,44,90,32,61,51,39
50,74,48,73,39,83,28,2
69,68,49,68,45,39,37,41
58,55,56,50,70,13,6,26
57,79,35,15,18,74,100,13
4,95,98,66,20,83,65,58
60,49,52,40,85,3,35,59
94,36,84,73,46,85,52,46
65,1,48,54,16,83,62,55
4,86,79,73,1,24,65,48
74,62,67,13,38,15,11,93
17,62,30,48,78,61,62,67
79,30,68,97,66,37,4,57
10,49,72,74,80,3,16,15
90,78,59,56,28,89,43,91
63,96,65,25,80,84,94,86
67,38,1,66,51,25,95,12
75,74,17,12,78,90,66,81
79,94,39,71,46,75,14,14
86,58,89,7,74,18,48,73
1,50,59,9,56,25,89,30
52,6,48,42,86,79,19,45
8,89,58,48,78,81,60,47
2,38,72,2,53,16,22,54
48,5,37,42,45,42,77,75
57,7,47,31,31,73,49,88
45,58,53,26,46,72,1,47
75,97,34,76,85,31,39,87
75,56,15,95,5,43,75,74
48,40,75,7,94,77,69,33
98,77,63,83,25,87,0,80
29,72,54,78,65,59,73,95
69,20,22,21,27,59,16,67
5,17,67,4,33,43,93,44
59,62,21,55,73,89,5,80
31,62,82,34,80,91,49,27
21,5,91,7,51,91,57,67
56,80,9,96,94,99,1,56
60,66,90,14,31,93,18,64
20,28,10,93,70,17,67,37
40,68,77,70,8,94,95,22
21,4,49,92,91,13,37,42
48,80,65,99,58,50,73,11
36,13,47,75,59,99,5,80
90,77,18,34,60,36,45,42
43,0,70,21,94,77,16,88
5,5,54,36,28,50,55,12
4,59,54,99,60,69,78,21
35,95,52,79,71,49,45,6
61,97,21,8,97,24,52,28
3,62,39,72,75,44,84,19
31,84,96,5,24,14,27,8
91,21,48,53,33,55,77,40
22,33,29,42,85,27,69,24
51,2,43,7,91,2,96,37
65,2,26,100,47,81,73,64
30,57,71,9,94,49,62,53
16,58,68,83,43,63,92,84
16,95,11,15,95,98,30,55
59,65,76,97,39,39,64,91
49,13,61,83,82,82,14,11
27,65,96,20,38,26,78,60
40,24,82,72,10,89,84,23
46,58,62,59,90,92,92,19
4,45,41,82,4,25,28,75
64,37,6,22,1,53,9,3
4,18,3,2,81,77,98,54
45,1,51,13,90,49,17,67
60,30,3,25,87,81,80,58
5,74,88,93,91,97,84,18
63,87,26,14,22,89,52,6
46,39,64,96,78,87,78,5
50,8,31,39,52,70,73,6
92,66,53,71,88,94,40,80
49,81,37,9,100,10,59,26
69,31,82,3,76,80,67,37
24,22,26,73,26,61,73,47
28,5,99,81,79,71,60,68
19,19,91,86,20,17,41,33
65,34,35,33,98,34,59,28
24,51,79,40,40,28,44,75
9,55,46,99,54,52,31,88
46,19,54,60,91,97,26,70
87,9,72,85,17,52,96,72
69,47,40,23,38,31,88,41
48,76,17,10,62,57,77,0
40,58,4,9,14,11,71,13
72,44,63,70,98,51,69,1
27,87,42,66,42,3,45,61
5,64,67,56,11,49,36,58
47,73,15,66,12,47,64,74
26,12,10,66,87,68,91,1
59,5,6,92,67,53,17,41
59,25,83,63,62,27,25,75
51,97,37,46,99,52,81,62
32,58,93,63,38,59,47,98
3,1,92,99,76,62,84,9
85,49,79,26,40,71,73,71
88,79,79,4,83,43,36,40
60,91,41,19,2,84,73,58
7,35,53,81,81,21,9,99
13,15,89,96,88,74,72,20
66,54,77,50,81,52,11,16
71,6,49,6,37,50,58,97
56,5,60,24,15,91,98,26
66,62,61,79,10,16,3,18
10,93,65,55,90,77,45,26
49,91,100,20,55,10,67,7
68,30,4,65,50,94,84,10
17,45,70,36,45,22,37,51
83,25,45,50,38,97,60,23
83,57,54,59,78,42,4,39
30,30,30,35,29,98,73,68
73,77,54,69,54,67,65,15
86,67,11,9,43,56,69,35
84,76,90,63,87,0,61,93
28,92,41,97,74,86,72,84
12,57,71,11,25,69,37,61
99,82,92,84,69,47,95,32
19,54,45,58,29,58,18,39
67,79,94,92,85,35,69,67
63,76,52,4,81,87,26,37
13,83,14,97,56,43,36,11
29,79,19,71,10,38,75,61
48,75,94,23,14,71,39,95
75,44,28,39,15,13,28,91
99,64,49,64,38,72,37,0
20,51,71,19,48,38,79,11
50,56,97,83,56,28,43,74
28,71,75,21,53,0,46,20
87,13,78,78,60,27,99,8
81,73,30,75,54,87,43,100
16,31,49,72,44,80,90,23
89,36,1,83,54,2,1,32
8,61,78,54,62,98,63,89
48,12,6,58,63,99,77,87
42,51,43,91,46,45,71,77
57,71,62,29,16,35,84,31
29,69,91,79,31,45,25,40
14,83,52,80,54,7,35,16
29,93,9,26,14,54,82,60
46,42,93,26,100,61,35,60
81,2,37,65,66,77,31,39
78,27,7,8,42,10,52,90
71,0,6,82,53,36,99,74
51,25,92,0,92,6,10,68
54,94,48,78,14,22,11,37
72,41,44,70,20,25,47,82
49,13,69,48,41,92,50,61
79,95,6,94,34,82,34,9
41,52,53,57,39,30,99,7
87,45,81,78,31,21,60,37
17,19,69,8,50,95,43,71
59,8,73,15,11,32,15,3
42,36,28,78,35,46,53,34
8,24,14,21,56,11,76,22
54,73,72,90,23,17,40,54
4,82,6,80,36,18,11,17
56,80,10,66,32,89,93,73
19,56,78,41,67,89,92,23
52,13,97,53,21,83,53,42
84,86,73,24,24,0,97,62
10,54,21,48,34,61,57,2
18,12,73,41,94,32,14,61
93,19,98,88,38,64,6,66
46,96,16,53,78,11,72,53
24,54,72,45,15,39,45,39
24,18,29,12,100,69,56,52
15,24,54,21,23,47,57,1
35,96,51,14,38,74,7,7
27,4,43,0,94,83,34,0
97,55,42,66,51,60,31,12
32,38,17,76,11,8,56,100
31,33,49,33,81,87,39,41
50,91,47,40,51,80,89,5
95,37,13,63,1,48,69,81
94,86,92,44,35,10,95,80
55,30,13,48,36,48,21,0
43,93,37,37,88,48,95,70
13,8,4,51,59,36,95,28
50,39,91,98,45,80,71,37
65,5,24,66,74,19,0,38
64,85,7,53,16,70,38,12
9,54,51,98,3,4,34,86
7,27,10,7,7,97,83,64
65,7,98,7,37,85,96,94
49,23,70,4,51,0,32,7
52,29,79,87,36,52,18,0
0,49,73,19,68,15,49,7
74,52,10,13,9,53,31,30
48,15,76,32,87,37,20,93
78,40,78,68,79,70,94,19
99,24,69,55,60,55,1,65
67,20,97,7,85,78,1,84
66,9,48,44,87,42,61,90
36,28,17,17,78,60,56,8
46,14,55,82,59,40,74,68
24,17,46,4,88,17,44,34
14,90,20,69,56,76,95,41
74,86,30,67,14,25,4,1
57,89,89,32,0,19,78,65
4,27,80,64,82,40,86,95
89,40,63,29,9,66,34,11
61,16,83,62,22,91,97,34
60,45,84,96,90,18,71,72
2,23,41,71,80,75,40,32
46,78,18,36,11,69,28,53
100,6,88,53,82,87,75,23
9,19,16,24,58,53,39,43
34,3,31,51,66,36,80,100
64,47,16,0,48,48,15,16
65,9,60,79,88,75,85,3
82,39,99,86,67,48,86,40
41,87,33,75,5,9,6,22
98,43,5,72,93,31,13,41
43,61,4,74,47,24,32,79
96,3,57,30,63,44,12,20
89,23,86,86,9,93,17,83
74,99,42,0,35,14,77,67
82,64,22,56,63,15,25,77
23,43,60,94,6,58,9,33
98,17,19,60,13,99,88,25
69,3,71,56,25,37,43,78
80,66,27,77,48,6,43,18
27,13,94,3,21,62,59,7
65,59,68,54,49,0,0,51
96,22,42,25,16,68,40,9
27,8,35,69,35,65,51,85
58,40,49,57,13,99,81,50
61,50,45,40,94,18,32,97
5,9,96,89,44,35,72,96
40,39,69,53,45,36,52,61
42,33,13,44,20,92,22,6
51,97,52,89,77,99,8,2
43,85,24,47,82,51,9,64
66,85,41,86,76,47,89,20
97,42,95,75,91,96,50,94
93,61,76,59,58,79,58,64
61,41,67,86,18,40,80,42
24,19,83,23,54,47,27,34
20,91,52,83,98,74,45,62
78,63,51,11,92,61,28,13
70,72,37,50,23,7,80,66
53,10,60,40,77,65,11,34
2,81,55,36,36,59,42,73
60,48,38,63,70,81,97,71
45,62,3,93,12,88,50,6
42,47,2,90,0,21,33,92
10,90,53,37,51,94,55,22
92,62,33,49,84,0,44,68
85,29,28,21,59,37,84,28
28,97,25,68,26,29,98,99
42,70,93,59,11,65,46,5
89,37,37,63,11,58,33,37
61,44,95,15,61,30,85,42
22,25,96,41,12,71,45,9
77,75,83,96,90,19,85,95
73,0,99,2,69,27,65,91
86,34,58,24,88,12,70,35
38,26,82,0,89,69,57,67
17,11,58,80,69,76,12,50
63,35,24,12,72,41,2,63
32,7,2,7,24,30,24,91
64,31,31,42,37,11,82,47
96,43,19,7,31,5,77,72
62,79,27,39,3,26,62,68
7,31,82,56,96,91,98,100
69,73,43,25,57,32,7,100
56,95,23,68,28,30,97,14
60,100,91,90,90,94,27,90
73,80,7,92,44,59,16,0
93,9,53,45,48,90,88,54
51,45,14,54,38,70,96,8
50,99,26,55,21,61,7,60
24,100,4,18,45,57,32,86
19,56,46,4,99,76,48,80
15,96,18,38,76,5,32,72
16,80,4,52,23,74,17,39
58,33,97,72,54,50,52,57
0,72,2,91,99,94,75,99
93,70,0,62,7,35,41,49
17,42,52,90,17,63,78,64
99,23,91,26,62,80,31,60
61,81,24,2,88,65,60,37
37,92,98,42,5,28,40,15
98,23,78,54,74,52,14,83
2,44,82,27,84,99,67,28
54,56,72,22,73,54,54,32
99,70,41,49,7,63,10,86
59,56,14,18,60,27,25,74
54,30,7,70,19,84,65,43
71,73,77,58,12,10,98,25
95,20,93,87,21,34,41,21
93,43,45,74,76,64,0,50
13,79,51,37,52,61,22,29
50,78,91,31,58,52,88,14
45,97,63,95,76,57,3,59
49,46,15,6,11,8,9,14
30,37,38,81,75,18,67,21
75,100,86,30,65,8,82,52
40,3,13,48,59,6,78,3
58,77,59,27,81,62,34,18
96,74,16,77,24,58,65,4
9,7,66,18,28,75,46,25
1,81,69,23,72,0,99,13
40,25,14,17,14,70,6,32
80,30,87,59,29,3,43,75
46,31,25,45,16,25,56,99
92,98,27,64,26,40,39,96
48,17,97,47,88,41,74,49
33,49,14,37,78,22,44,31
70,88,83,94,90,33,86,89
57,92,73,59,31,39,1,52
57,86,75,52,62,84,23,67
90,47,37,74,95,93,98,25
92,36,1,89,79,82,6,71
42,14,38,78,13,87,75,74
28,49,25,62,54,55,87,9
42,56,66,85,11,14,28,40
62,94,75,82,28,64,87,33
14,90,61,79,66,52,46,87
66,51,17,89,3,59,31,72
71,25,73,19,83,96,36,66
5,23,25,85,48,47,71,16
73,35,31,98,46,60,2,66
89,97,33,71,94,58,87,75
77,77,26,3,95,48,32,93
80,64,14,95,0,54,47,8
96,76,97,76,6,22,45,41
56,13,28,42,31,60,56,8
49,67,29,23,33,72,50,64
1,14,89,10,68,13,86,82
60,22,8,72,38,78,7,69
61,7,78,83,82,43,25,9
6,93,32,29,85,95,34,27
86,16,51,45,46,80,10,74
36,14,90,58,83,44,79,56
24,29,31,53,42,25,37,6
93,92,73,1,54,69,90,84
5,52,89,28,59,84,77,42
39,26,15,96,41,69,69,23
84,0,30,79,84,13,13,62
26,9,73,58,7,42,88,4
56,66,80,4,72,83,44,84
74,78,3,76,45,12,64,87
50,93,79,68,31,52,78,60
28,13,49,59,59,58,60,38
26,70,20,40,99,16,78,54
13,49,41,74,55,85,40,29
82,69,19,19,40,80,51,12
23,7,16,58,32,46,12,98
54,77,79,90,67,30,100,75
3,31,100,9,86,17,12,34
50,83,4,2,57,45,25,55
17,85,31,89,57,9,95,70
19,73,8,79,16,27,97,31
75,63,18,67,65,65,3,88
65,64,9,25,10,74,2,25
42,45,54,92,33,34,31,44
11,92,83,71,83,68,41,43
13,77,68,74,74,73,87,60
1,15,56,14,40,30,73,77
13,19,62,12,92,91,91,11
67,95,33,72,85,56,31,83
35,7,38,85,73,15,95,23
49,73,23,25,18,79,84,74
67,48,5,89,52,47,93,27
49,92,8,30,100,75,43,87
62,77,5,27,30,90,33,60
71,8,39,20,70,76,11,10
100,59,47,99,52,63,10,16
83,83,41,75,16,70,28,20
60,84,62,96,31,87,67,76
65,40,67,55,45,96,59,72
60,91,72,39,34,29,67,90
88,73,30,31,3,70,67,35
60,43,51,31,57,28,17,76
33,88,13,59,91,77,9,51
0,62,66,62,4,41,46,36
57,86,2,45,78,23,99,57
37,43,54,40,77,75,81,36
77,56,67,24,8,63,100,68
89,87,17,86,10,38,56,23
39,59,55,70,90,30,45,9
39,30,35,34,89,69,9,11
76,7,27,49,8,4,45,5
81,41,94,36,73,73,92,58
7,15,92,34,86,82,3,35
2,95,11,64,99,96,90,50
73,12,12,28,80,72,67,2
56,93,46,25,96,40,6,12
73,20,93,46,33,5,51,6
34,13,5,66,54,93,50,90
8,53,35,68,31,51,30,79
20,62,48,34,60,9,99,46
18,12,58,35,46,14,84,13
72,23,56,19,27,8,19,1
64,31,97,92,44,99,30,68
86,54,76,41,69,12,1,85
57,9,7,60,70,55,2,59
67,32,15,43,74,79,77,62
12,38,39,51,76,52,30,86
80,38,75,55,2,80,3,42
50,80,50,34,98,58,2,30
62,14,79,48,22,40,47,34
41,91,74,50,45,42,38,9
94,61,84,41,88,10,62,11
43,56,20,86,50,12,90,65
96,14,12,10,58,16,72,20
6,30,53,52,92,70,47,96
57,80,96,77,14,57,56,45
3,51,32,20,65,30,58,71
63,24,10,25,40,62,54,51
39,20,41,61,50,42,29,75
64,54,23,18,51,36,78,23
38,85,8,18,28,32,38,99
5,28,34,69,69,11,70,1
9,11,19,49,56,51,50,36
35,55,59,57,34,2,90,58
6,83,83,59,6,62,17,71
34,86,93,60,50,83,62,12
32,7,66,13,66,69,80,20
36,32,17,85,64,89,61,32
47,81,82,89,17,51,25,44
43,54,7,25,80,33,48,32
22,13,64,81,75,26,19,13
51,97,30,4,48,96,73,45
40,80,6,20,99,13,100,81
5,46,1,87,5,23,17,37
67,32,91,6,27,15,37,75
97,5,32,33,70,39,35,16
18,63,30,100,30,14,29,4
57,74,7,16,82,98,23,42
14,67,5,72,30,12,93,53
16,93,25,73,17,40,91,43
3,92,94,35,83,45,39,60
100,95,63,44,8,74,66,43
49,67,23,94,61,74,50,68
42,75,92,80,8,82,60,45
14,51,74,3,2,66,41,78
16,90,49,6,33,1,67,29
52,69,44,5,72,74,9,56
53,93,9,61,88,14,79,92
42,15,54,18,73,91,8,65
44,100,58,60,75,52,45,53
13,32,68,90,25,38,75,100
11,94,55,52,31,83,84,20
79,49,68,16,86,90,3,74
68,7,52,2,28,34,81,96
65,30,21,76,85,71,60,98
82,80,56,86,42,91,27,43
30,7,0,14,35,20,35,6
98,47,21,53,79,28,100,78
11,12,33,69,26,75,49,84
48,59,84,27,43,0,61,44
19,41,15,44,52,24,70,16
100,81,20,97,63,69,57,50
30,34,33,93,95,76,42,91
66,41,83,15,82,43,59,1
34,54,56,38,40,61,16,87
34,41,76,7,10,87,50,28
0,79,64,64,41,19,29,57
93,7,72,35,2,5,59,78
24,75,66,66,13,32,26,39
69,33,33,8,80,4,64,19
24,61,99,39,25,39,25,15
21,76,25,77,78,92,69,28
87,2,94,89,55,52,72,68
4,78,23,14,2,90,57,31
97,18,64,17,99,11,31,88
30,41,87,88,94,36,34,64
67,19,52,98,69,40,35,87
86,3,93,96,58,7,95,93
25,16,70,67,33,95,52,28
100,38,96,84,6,43,81,45
87,69,21,3,67,50,75,14
75,76,18,49,3,57,85,80
41,85,71,8,78,14,28,74
6,40,73,73,23,64,5,4
24,65,34,47,25,46,38,11
25,63,39,28,100,44,92,56
66,38,28,31,53,14,84,29
91,16,57,75,79,88,92,63
45,80,17,82,83,7,32,64
26,93,82,38,92,37,86,8
88,11,24,70,90,39,21,16
25,99,73,34,20,93,26,77
96,42,73,22,23,84,32,9
60,3,94,96,44,34,0,56
7,22,3,32,17,50,71,62
40,45,56,51,32,30,90,1
18,9,63,70,47,46,67,75
97,76,35,73,60,51,53,92
48,71,12,74,15,2,43,87
11,46,71,25,79,66,31,85
47,7,93,11,34,72,11,18
25,50,67,45,78,6,99,24
9,57,30,76,55,45,61,95
81,53,13,82,74,100,22,7
18,74,42,96,83,16,22,6
61,98,42,39,90,82,31,30
81,62,29,0,88,78,70,24
10,76,57,82,18,52,51,48
59,45,91,27,87,71,33,28
9,26,55,45,87,27,31,53
51,20,78,22,16,29,5,3
96,78,89,84,34,14,45,65
96,45,45,59,12,0,52,98
11,73,83,96,74,46,27,78
56,13,86,42,52,34,49,72
74,62,53,53,71,21,20,26
12,89,63,51,36,60,65,62
54,20,70,28,66,10,61,70
15,79,86,65,85,4,97,0
41,4,15,81,24,0,95,33
32,64,43,18,76,49,31,14
91,16,5,53,61,65,45,88
44,28,86,55,61,43,74,35
88,99,55,31,7,41,79,69
63,3,85,94,66,76,9,72
7,62,36,81,12,82,79,53
24,33,2,67,38,7,10,37
79,93,32,0,0,44,14,9
28,2,1,54,58,37,91,45
98,87,95,34,17,24,48,13
38,38,47,49,89,11,72,66
82,34,67,9,30,57,100,56
15,63,65,27,91,98,0,36
75,83,62,52,25,21,73,17
